Category,Description,Caption,Shape,BGColour,BDColour,Text,Symbol1,Symbol2,DGNo,JPG,EPS,PDF
Warning signs,Adverse camber on a bend or roundabout,Adverse camber on a bend or roundabout,Rectangular,White,Grey/Black,Other,None,None,513.1,513.1.jpg,513.1.eps,513.1.pdf
Warning signs,Bend ahead to the left,Bend ahead to the left,Triangular,White,Red,None,Arrow,None,512,512L.jpg,512L.eps,512L.pdf
"Warning signs, Speed limit signs",Bend ahead to the right,Bend ahead to the right,Triangular,White,Red,None,Arrow,None,512,512.jpg,512.eps,512.pdf
Warning signs,Crossroads ahead,Crossroads ahead,Triangular,White,Red,None,Arrow,None,504.1,504.1.jpg,504.1.eps,504.1.pdf
Warning signs,Crossroads ahead,Crossroads ahead,Triangular,White,Red,None,Arrow,None,504.1,504.1R.jpg,504.1R.eps,504.1R.pdf
Warning signs,Crossroads ahead,Crossroads ahead,Triangular,White,Red,None,Arrow,None,504.1,504.1L.jpg,504.1L.eps,504.1L.pdf
Warning signs,"Double bend or series of bends ahead, first to the left","Double bend or series of bends ahead, first to the left",Triangular,White,Red,None,Arrow,None,513,513.jpg,513.eps,513.pdf
Warning signs,"Double bend or series of bends ahead, first to the right","Double bend or series of bends ahead, first to the right",Triangular,White,Red,None,Arrow,None,513,513R.jpg,513R.eps,513R.pdf
Warning signs,Junction ahead controlled by a STOP or GIVE WAY sign,Junction ahead controlled by a STOP or GIVE WAY sign,Triangular,White,Red,None,None,None,501,501.jpg,501.eps,501.pdf
Warning signs,50 yards to junction ahead controlled by a GIVE WAY sign,50 yards to junction ahead controlled by a GIVE WAY sign,Rectangular,White,Grey/Black,Number (Distance),None,None,503,503.jpg,503.eps,503.pdf
Warning signs,Junction on left bend ahead,Junction on left bend ahead,Triangular,White,Red,None,Arrow,None,512.2,512.2L.jpg,512.2L.eps,512.2L.pdf
Warning signs,Junction on right bend ahead,Junction on right bend ahead,Triangular,White,Red,None,Arrow,None,512.1,512.1.jpg,512.1.eps,512.1.pdf
Warning signs,Junction on left bend ahead,Junction on left bend ahead,Triangular,White,Red,None,Arrow,None,512.1,512.1L.jpg,512.1L.eps,512.1L.pdf
Warning signs,Junction on right bend ahead,Junction on right bend ahead,Triangular,White,Red,None,Arrow,None,512.2,512.2.jpg,512.2.eps,512.2.pdf
Warning signs,Traffic signals ahead that only operate at certain times,Traffic signals ahead that only operate at certain times,Rectangular,White,Grey/Black,Other,None,None,543.1,543.1.jpg,543.1.eps,543.1.pdf
Warning signs,Roundabout,Roundabout,Triangular,White,Red,None,Arrow,None,510,510.jpg,510.eps,510.pdf
Warning signs,Side road ahead (right),Side road ahead (right),Triangular,White,Red,None,Arrow,None,506.1,506.1.jpg,506.1.eps,506.1.pdf
Warning signs,Side road ahead (left),Side road ahead (left),Triangular,White,Red,None,Arrow,None,506.1,506.1L.jpg,506.1L.eps,506.1L.pdf
Warning signs,Side road ahead (left),Side road ahead (left),Triangular,White,Red,None,Arrow,None,506.1,506.1LL.jpg,506.1LL.eps,506.1LL.pdf
Warning signs,Side road ahead (right),Side road ahead (right),Triangular,White,Red,None,Arrow,None,506.1,506.1RR.jpg,506.1RR.eps,506.1RR.pdf
Warning signs,Staggered junction ahead (left/right),Staggered junction ahead (left/right),Triangular,White,Red,None,Arrow,Other,507.1,507.1.jpg,507.1.eps,507.1.pdf
Warning signs,Staggered junction ahead (right/left),Staggered junction ahead (right/left),Triangular,White,Red,None,Arrow,Other,507.1,506.1RLL.jpg,506.1RLL.eps,506.1RLL.pdf
Warning signs,Staggered junction ahead (left/right),Staggered junction ahead (left/right),Triangular,White,Red,None,Arrow,Other,507.1,506.1LRR.jpg,506.1LRR.eps,506.1LRR.pdf
Warning signs,Staggered junction ahead (right/left),Staggered junction ahead (right/left),Triangular,White,Red,None,Arrow,Other,507.1,506.1RL.jpg,506.1RL.eps,506.1RL.pdf
Warning signs,100 yards to a junction ahead controlled by a STOP sign,100 yards to a junction ahead controlled by a STOP sign,Rectangular,White,Grey/Black,Number (Distance),None,None,502,502.jpg,502.eps,502.pdf
Warning signs,T-junction ahead (left),T-junction ahead (left),Triangular,White,Red,None,Arrow,None,505.1,505.1.jpg,505.1.eps,505.1.pdf
Warning signs,T-junction ahead (right),T-junction ahead (right),Triangular,White,Red,None,Arrow,None,505.1,505.1R.jpg,505.1R.eps,505.1R.pdf
Warning signs,Traffic merges ahead from the left,Traffic merges ahead from the left,Triangular,White,Red,None,Arrow,Other,508.1,508.1.jpg,508.1.eps,508.1.pdf
Warning signs,Traffic merges ahead onto main carriageway from the left,Traffic merges ahead onto main carriageway from the left,Triangular,White,Red,None,Arrow,Other,509.1,509.1.jpg,509.1.eps,509.1.pdf
Warning signs,Traffic signals ahead,Traffic signals ahead,Triangular,White,Red,None,Other,Other,543,543.jpg,543.eps,543.pdf
Warning signs,Dual carriageway ends ahead,Dual carriageway ends ahead,Triangular,White,Red,None,Other,None,520,520.jpg,520.eps,520.pdf
Warning signs,Large vehicles likely to be in middle of road because of narrowness of carriageway,Large vehicles likely to be in middle of road because of narrowness of carriageway,Rectangular,White,Grey/Black,Vehicle,None,None,575,575.jpg,575.eps,575.pdf
Warning signs,Reduction in speed necessary for a change in road layout ahead,Reduction in speed necessary for a change in road layout ahead,Rectangular,Red,White,Other,None,None,511,511.jpg,511.eps,511.pdf
"Warning signs, Traffic calming",Road narrows on left ahead,Road narrows on left ahead,Triangular,White,Red,None,Other,None,517,517L.jpg,517L.eps,517L.pdf
"Warning signs, Traffic calming",Road narrows on both sides ahead,Road narrows on both sides ahead,Triangular,White,Red,None,Other,None,516,516.jpg,516.eps,516.pdf
"Warning signs, Traffic calming",Road narrows on right ahead,Road narrows on right ahead,Triangular,White,Red,None,Other,None,517,517.jpg,517.eps,517.pdf
Warning signs,Convergence of traffic to a single file in each direction,Convergence of traffic to a single file in each direction,Rectangular,White,Grey/Black,Other,None,None,518,518.jpg,518.eps,518.pdf
Warning signs,Road only wide enough for one line of vehicles,Road only wide enough for one line of vehicles,Rectangular,White,Grey/Black,Other,None,None,519,519.jpg,519.eps,519.pdf
Warning signs,Two-way traffic,Two-way traffic,Triangular,White,Red,None,Arrow,Arrow,521,521.jpg,521.eps,521.pdf
Warning signs,Two-way traffic on route crossing ahead,Two-way traffic on route crossing ahead,Triangular,White,Red,None,Arrow,Arrow,522,522.jpg,522.eps,522.pdf
Warning signs,Distance and direction to hazard,Distance and direction to hazard,Rectangular,White,Grey/Black,Number (Distance),Arrow,None,573,573.jpg,573.eps,573.pdf
"Warning signs, Road works and temporary",400 yards ahead to hazard,400 yards ahead to hazard,Rectangular,White,Grey/Black,Number (Distance),None,None,572,572.jpg,572.eps,572.pdf
Warning signs,Direction to escape lane to the left for vehicles unable to stop on a steep hill,Direction to escape lane to the left for vehicles unable to stop on a steep hill,Rectangular,Blue,White,Other,Arrow,Other,817.2,817.2LL.jpg,817.2LL.eps,Not available
Warning signs,Direction to escape lane ahead for vehicles unable to stop on a steep hill,Direction to escape lane ahead for vehicles unable to stop on a steep hill,Rectangular,Blue,White,Other,Arrow,Other,817.2,817.2LA.jpg,817.2LA.eps,817.2LA.pdf
Warning signs,200 yards to escape lane to the left for vehicles unable to stop on a steep hill,200 yards to escape lane to the left for vehicles unable to stop on a steep hill,Rectangular,Blue,White,Other,Arrow,Other,817.2,817.2Lyd200.jpg,817.2Lyd200.eps,817.2Lyd200.pdf
Warning signs,200 yards to escape lane ahead for vehicles unable to stop on a steep hill,200 yards to escape lane ahead for vehicles unable to stop on a steep hill,Rectangular,Blue,White,Other,Arrow,Other,817.2,817.2yd200.jpg,817.2yd200.eps,Not available
Warning signs,Escape lane ahead for vehicles unable to stop on a steep hill,Escape lane ahead for vehicles unable to stop on a steep hill,Rectangular,Blue,White,Other,Arrow,Other,817.2,817.2.jpg,817.2.eps,817.2.pdf
Warning signs,Escape lane to left for vehicles unable to stop on a steep hill,Escape lane to left for vehicles unable to stop on a steep hill,Rectangular,Blue,White,Other,Arrow,Other,817.2,817.2L.jpg,817.2L.eps,Not available
Warning signs,Flood warning sign,Flood warning sign,Triangular,White,Red,Other,None,None,554,554F.jpg,554F.eps,554F.pdf
"Warning signs, On-street parking",Hazard or prohibition extends for 2 miles,Hazard or prohibition extends for 2 miles,Rectangular,White,Grey/Black,Number (Distance),None,None,570,570.jpg,570.eps,570.pdf
Warning signs,Ford warning sign,Ford warning sign,Triangular,White,Red,Other,None,None,554,554.jpg,554.eps,554.pdf
Warning signs,Gate warning sign,Gate warning sign,Triangular,White,Red,Other,None,None,554,554G.jpg,554G.eps,554G.pdf
Warning signs,Hump bridge ahead,Hump bridge ahead,Triangular,White,Red,Other,Other,None,528,528.jpg,528.eps,528.pdf
Warning signs,Drivers should keep in low gear for steep hill or tight bend,Drivers should keep in low gear for steep hill or tight bend,Rectangular,White,Grey/Black,Other,None,None,526,526.jpg,526.eps,526.pdf
Warning signs,Drivers should keep in low gear for 1.5 miles,Drivers should keep in low gear for 1.5 miles,Rectangular,White,Grey/Black,Number (Distance),None,None,527,527.jpg,527.eps,527.pdf
Warning signs,Drivers should engage low gear for steep hill,Drivers should engage low gear for steep hill,Rectangular,White,Grey/Black,Other,None,None,525,525.jpg,525.eps,525.pdf
Warning signs,No smoking warning,No smoking warning,Triangular,White,Red,Other,None,None,554,554N.jpg,554N.eps,554N.pdf
Warning signs,Opening or swing bridge ahead,Opening or swing bridge ahead,Triangular,White,Red,None,Other,None,529,529.jpg,529.eps,529.pdf
Warning signs,Quayside or river bank ahead,Quayside or river bank ahead,Triangular,White,Red,None,Vehicle (Car/Tram/Truck),Other,555,555.jpg,555.eps,555.pdf
Warning signs,Side winds likely ahead,Side winds likely ahead,Triangular,White,Red,None,Other,None,581,581.jpg,581.eps,581.pdf
Warning signs,Slippery road ahead,Slippery road ahead,Triangular,White,Red,None,Vehicle (Car/Tram/Truck),None,557,557.jpg,557.eps,557.pdf
Warning signs,Soft verges for 2 miles,Soft verges for 2 miles,Rectangular,White,Grey/Black,Number (Distance),None,None,556.2,556.2.jpg,556.2.eps,556.2.pdf
Warning signs,Soft verges ahead,Soft verges ahead,Triangular,White,Red,None,Vehicle (Car/Tram/Truck),Other,556.1,556.1.jpg,556.1.eps,556.1.pdf
Warning signs,Steep hill downwards ahead (10%),Steep hill downwards ahead (10%),Triangular,White,Red,Number (Other),Other,None,523.1,523.1.jpg,523.1.eps,523.1.pdf
Warning signs,Steep hill upwards ahead (20%),Steep hill upwards ahead (20%),Triangular,White,Red,Number (Other),Other,None,524.1,524.1.jpg,524.1.eps,524.1.pdf
Warning signs,Risk of brake failure after crossing a ford or before descending a steep gradient,Risk of brake failure after crossing a ford or before descending a steep gradient,Triangular,White,Red,Other,None,None,554.1,554.1.jpg,554.1.eps,554.1.pdf
Warning signs,Tunnel ahead,Tunnel ahead,Triangular,White,Red,None,Other,None,529.1,529.1.jpg,529.1.eps,529.1.pdf
Warning signs,Uneven road ahead,Uneven road ahead,Triangular,White,Red,None,Other,None,556,556.jpg,556.eps,556.pdf
Warning signs,Water course alongside road ahead,Water course alongside road ahead,Triangular,White,Red,Other,Vehicle (Car/Tram/Truck),Other,555.1,555.1.jpg,555.1.eps,555.1.pdf
Warning signs,Blasting danger ahead,Blasting danger ahead,Rectangular,White,Grey/Black,Other,None,None,563,563V2.jpg,563V2.eps,563V2.pdf
Warning signs,Blind pedestrians likely to cross road ahead,Blind pedestrians likely to cross road ahead,Rectangular,White,Grey/Black,Other,None,None,547.4,547.4B.jpg,547.4B.eps,547.4B.pdf
Warning signs,Blind summit ahead,Blind summit ahead,Rectangular,White,Grey/Black,Other,None,None,563,563V3.jpg,563V3.eps,563V3.pdf
Warning signs,Disabled pedestrians likely to cross road ahead,Disabled pedestrians likely to cross road ahead,Rectangular,White,Grey/Black,Other,None,None,547.4,547.4.jpg,547.4.eps,547.4.pdf
Warning signs,Dust cloud danger ahead,Dust cloud danger ahead,Rectangular,White,Grey/Black,Other,None,None,563,563V5.jpg,563V5.eps,563V5.pdf
"Warning signs, Miscellaneous",Other danger ahead. Plate beneath indicates the nature of the hazard,Other danger ahead. Plate beneath indicates the nature of the hazard,Triangular,White,Red,None,Other,None,562,562.jpg,562.eps,562.pdf
Warning signs,Fallen tree ahead,Fallen tree ahead,Rectangular,White,Grey/Black,Other,None,None,563,563V6.jpg,563V6.eps,563V6.pdf
Warning signs,Warning of light signals in the vicinity of a fire station,Warning of light signals in the vicinity of a fire station,Rectangular,White,Grey/Black,Other,Other,None,563.1,563.1.jpg,563.1.eps,563.1.pdf
Warning signs,Frail or disabled pedestrians likely to cross road ahead,Frail or disabled pedestrians likely to cross road ahead,Triangular,White,Red,None,Pedestrian,None,544.2,544.2.jpg,544.2.eps,544.2.pdf
Warning signs,Frost damage ahead,Frost damage ahead,Rectangular,White,Grey/Black,Other,None,None,563,563V8.jpg,563V8.eps,563V8.pdf
Warning signs,Gliders likely ahead,Gliders likely ahead,Rectangular,White,Grey/Black,Other,None,None,558.2,558.2.jpg,558.2.eps,558.2.pdf
Warning signs,Hidden dip ahead,Hidden dip ahead,Rectangular,White,Grey/Black,Other,None,None,563,563V9.jpg,563V9.eps,563V9.pdf
Warning signs,Ice ahead,Ice ahead,Rectangular,White,Grey/Black,Other,None,None,554.3,554.3.jpg,554.3.eps,554.3.pdf
Warning signs,Risk of ice or packed snow ahead,Risk of ice or packed snow ahead,Triangular,White,Red,None,Other,Other,554.2,554.2.jpg,554.2.eps,554.2.pdf
Warning signs,Low flying aircraft or sudden aircraft noise likely ahead,Low flying aircraft or sudden aircraft noise likely ahead,Triangular,White,Red,None,Vehicle (Car/Tram/Truck),None,558,558.jpg,558.eps,558.pdf
Warning signs,Low flying helicopters or sudden helicopter noise likely ahead,Low flying helicopters or sudden helicopter noise likely ahead,Triangular,White,Red,None,Vehicle (Car/Tram/Truck),None,558.1,558.1.jpg,558.1.eps,558.1.pdf
Warning signs,Slow moving military vehicles likely to be crossing or in the road,Slow moving military vehicles likely to be crossing or in the road,Triangular,White,Red,None,Vehicle (Car/Tram/Truck),None,582,582.jpg,582.eps,582.pdf
Warning signs,No footway for 400 yards,No footway for 400 yards,Rectangular,White,Grey/Black,Number (Distance),None,None,547.3,547.3.jpg,547.3.eps,547.3.pdf
Warning signs,Overhead cable repairs ahead,Overhead cable repairs ahead,Rectangular,White,Grey/Black,Other,None,None,563,563V10.jpg,563V10.eps,563V10.pdf
Warning signs,Pedestrians in road ahead,Pedestrians in road ahead,Triangular,White,Red,None,Pedestrian,None,544.1,544.1.jpg,544.1.eps,544.1.pdf
Warning signs,Traffic queues likely on road ahead,Traffic queues likely on road ahead,Rectangular,White,Grey/Black,Other,None,None,584.1,584.1.jpg,584.1.eps,584.1.pdf
Warning signs,Traffic queues likely on road ahead,Traffic queues likely on road ahead,Triangular,White,Red,None,Vehicle (Car/Tram/Truck),None,584,584.jpg,584.eps,584.pdf
Warning signs,Risk of falling or fallen rocks ahead,Risk of falling or fallen rocks ahead,Triangular,White,Red,None,Other,None,559,559.jpg,559.eps,559.pdf
Warning signs,Road liable to flooding ahead,Road liable to flooding ahead,Rectangular,White,Grey/Black,Other,None,None,563,563V12.jpg,563V12.eps,563V12.pdf
Warning signs,Distance over which slow moving vehicles likely to be encountered ahead,Distance over which slow moving vehicles likely to be encountered ahead,Rectangular,White,Grey/Black,Number (Distance),None,None,583.1,583.1.jpg,583.1.eps,583.1.pdf
Warning signs,Slow moving vehicles likely on incline ahead,Slow moving vehicles likely on incline ahead,Triangular,White,Red,None,Vehicle (Car/Tram/Truck),None,583,583.jpg,583.eps,583.pdf
Warning signs,Smoke danger ahead,Smoke danger ahead,Rectangular,White,Grey/Black,Other,None,None,563,563V14.jpg,563V14.eps,563V14.pdf
Warning signs,Snowdrifts ahead,Snowdrifts ahead,Rectangular,White,Grey/Black,Other,None,None,554.3,554.3A.jpg,554.3A.eps,554.3A.pdf
"Warning signs, Traffic calming",Zebra crossing ahead,Zebra crossing ahead,Triangular,White,Red,None,Pedestrian,None,544,544.jpg,544.eps,544.pdf
Warning signs,Accompanied horses or ponies likely to be in or crossing road ahead,Accompanied horses or ponies likely to be in or crossing road ahead,Triangular,White,Red,None,Animal,Pedestrian,550.1,550.1.jpg,550.1.eps,550.1.pdf
Warning signs,Area infected by animal disease ahead,Area infected by animal disease ahead,Rectangular,Red,White,Other,None,None,574,574.jpg,574.eps,574.pdf
Warning signs,Blind children likely to cross road ahead,Blind children likely to cross road ahead,Rectangular,White,Grey/Black,Other,None,None,547.7,547.7VB.jpg,547.7VB.eps,547.7VB.pdf
Warning signs,Children going to or from school or playground ahead,Children going to or from school or playground ahead,Triangular,White,Red,None,Pedestrian,None,545,545.jpg,545.eps,545.pdf
Warning signs,Deaf children likely to cross road ahead,Deaf children likely to cross road ahead,Rectangular,White,Grey/Black,Other,None,None,547.7,547.7VD.jpg,547.7VD.eps,547.7VD.pdf
Warning signs,Disabled children likely to cross road ahead,Disabled children likely to cross road ahead,Rectangular,White,Grey/Black,Other,None,None,547.7,547.7.jpg,547.7.eps,547.7.pdf
Warning signs,Agricultural vehicles likely to be in road ahead,Agricultural vehicles likely to be in road ahead,Rectangular,White,Grey/Black,Other,None,None,553.2,553.2.jpg,553.2.eps,553.2.pdf
Warning signs,Horse drawn vehicles likely to be in road ahead,Horse drawn vehicles likely to be in road ahead,Triangular,White,Red,None,Animal,Pedestrian,550.2,550.2.jpg,550.2.eps,550.2.pdf
Warning signs,Migratory toad crossing ahead,Migratory toad crossing ahead,Triangular,White,Red,None,Animal,None,551.1,551.1.jpg,551.1.eps,551.1.pdf
Warning signs,School crossing patrol ahead,School crossing patrol ahead,Rectangular,White,Grey/Black,Other,None,None,547.1,547.1.jpg,547.1.eps,547.1.pdf
Warning signs,Children's playground ahead,Children's playground ahead,Rectangular,White,Grey/Black,Other,None,None,547.2,547.2.jpg,547.2.eps,547.2.pdf
Warning signs,School ahead,School ahead,Rectangular,White,Grey/Black,Other,None,None,546,546.jpg,546.eps,546.pdf
Warning signs,Sheep likely to be in road ahead,Sheep likely to be in road ahead,Triangular,White,Red,None,Animal,None,549,549.jpg,549.eps,549.pdf
Warning signs,Agricultural vehicles likely to be in road ahead,Agricultural vehicles likely to be in road ahead,Triangular,White,Red,None,Vehicle (Car/Tram/Truck),None,553.1,553.1.jpg,553.1.eps,553.1.pdf
Warning signs,Wild animals likely to be in road ahead,Wild animals likely to be in road ahead,Triangular,White,Red,None,Animal,None,551,551.jpg,551.eps,551.pdf
Warning signs,Wild fowl likely to be in road ahead,Wild fowl likely to be in road ahead,Triangular,White,Red,None,Animal,None,551.2,551.2.jpg,551.2.eps,551.2.pdf
Warning signs,Wild horses or ponies likely to be in road ahead,Wild horses or ponies likely to be in road ahead,Triangular,White,Red,None,Animal,None,550,550.jpg,550.eps,550.pdf
Warning signs,Cattle grid ahead,Cattle grid ahead,Triangular,White,Red,Other,None,None,552,552.jpg,552.eps,552.pdf
Warning signs,Cattle likely to be in road ahead,Cattle likely to be in road ahead,Triangular,White,Red,None,Animal,None,548,548.jpg,548.eps,548.pdf
Warning signs,By-pass of cattle grid for horse drawn vehicles,By-pass of cattle grid for horse drawn vehicles,Rectangular,White,Grey/Black,Vehicle,Arrow,None,553,553.jpg,553.eps,553.pdf
Warning signs,Supervised cattle crossing 200 yards ahead,Supervised cattle crossing 200 yards ahead,Rectangular,White,Grey/Black,Number (Distance),None,None,548.1,548.1.jpg,548.1.eps,548.1.pdf
Regulatory signs,Give way to traffic on the major road,Give way to traffic on the major road,Triangular,White,Red,Other,None,None,602,602.jpg,602.eps,602.pdf
Regulatory signs,Stop before crossing the traverse line on the road and ensure the way is clear before entering a major road,Stop before crossing the traverse line on the road and ensure the way is clear before entering a major road,Other,Red,White,Other,None,None,601.1,601.1.jpg,601.1.eps,601.1.pdf
Regulatory signs,End of prohibition of goods vehicles exceeding the maximum gross weight indicated in a previous sign,End of prohibition of goods vehicles exceeding the maximum gross weight indicated in a previous sign,Circular,White,Grey/Black,None,Vehicle (Car/Tram/Truck),None,622.2,622.2.jpg,622.2.eps,Not available
Regulatory signs,Articulated vehicles prohibited,Articulated vehicles prohibited,Circular,White,Red,Vehicle,None,None,622.4,622.4.jpg,622.4.eps,622.4.pdf
Regulatory signs,No entry for vehicular traffic,No entry for vehicular traffic,Circular,Red,White,None,Other,None,616,616.jpg,616.eps,Not available
Regulatory signs,Vehicles carrying explosives prohibited,Vehicles carrying explosives prohibited,Rectangular,White,Grey/Black,Other,None,None,622.9,622.8+622.9.jpg,622.8+622.9.eps,Not available
Regulatory signs,Goods vehicles exceeding a gross weight of 7.5T prohibited,Goods vehicles exceeding a gross weight of 7.5T prohibited,Circular,White,Red,Number (Other),Vehicle (Car/Tram/Truck),None,622.11,622.1A.jpg,622.1A.eps,Not available
Regulatory signs,Horse drawn vehicles prohibited,Horse drawn vehicles prohibited,Circular,White,Red,None,Animal,Pedestrian,622.5,622.5.jpg,622.5.eps,Not available
Regulatory signs,Motor vehicles prohibited,Motor vehicles prohibited,Circular,White,Red,None,Cycle/Motorcycle,Vehicle (Car/Tram/Truck),619,619.jpg,619.eps,619.pdf
Regulatory signs,Pedestrians prohibited,Pedestrians prohibited,Circular,White,Red,None,Pedestrian,None,625.1,625.1.jpg,625.1.eps,625.1.pdf
Regulatory signs,Ridden or accompanied horses prohibited,Ridden or accompanied horses prohibited,Circular,White,Red,None,Animal,Pedestrian,622.6,622.6.jpg,622.6.eps,Not available
Regulatory signs,Solo motor cycles prohibited,Solo motor cycles prohibited,Circular,White,Red,None,Cycle/Motorcycle,None,619.2,619.2.jpg,619.2.eps,619.2.pdf
Regulatory signs,Towed caravans prohibited,Towed caravans prohibited,Circular,White,Red,None,Vehicle (Car/Tram/Truck),None,622.7,622.7.jpg,622.7.eps,622.7.pdf
Regulatory signs,Motor vehicles except solo motor cycles prohibited,Motor vehicles except solo motor cycles prohibited,Circular,White,Red,None,Vehicle (Car/Tram/Truck),None,619.1,619.1.jpg,619.1.eps,619.1.pdf
Regulatory signs,All vehicles prohibited,All vehicles prohibited,Rectangular,White,Grey/Black,Vehicle,None,None,618.1,618.1A.jpg,618.1A.eps,Not available
Regulatory signs,All vehicles prohibited during the time indicated except for access,All vehicles prohibited during the time indicated except for access,Rectangular,White,Grey/Black,Vehicle,None,None,618.1,618.1B.jpg,618.1B.eps,618.1B.pdf
Regulatory signs,All vehicles prohibited except pedal cycles being pushed by pedestrians,All vehicles prohibited except pedal cycles being pushed by pedestrians,Circular,White,Red,None,None,None,617,617.jpg,617.eps,617.pdf
Regulatory signs,All vehicles prohibited from 'Play Street' during the period indicated except for access,All vehicles prohibited from 'Play Street' during the period indicated except for access,Rectangular,White,Grey/Black,Number (Other),None,None,618,618.jpg,618.eps,618.pdf
Regulatory signs,Buses and cycles excluded from restriction or prohibition conveyed by associated sign,Buses and cycles excluded from restriction or prohibition conveyed by associated sign,Rectangular,White,Grey/Black,Bus,None,None,954.3,954.3.jpg,954.3.eps,Not available
Regulatory signs,Vehicles requiring access are exempted from the prohibition conveyed by the associated sign,Vehicles requiring access are exempted from the prohibition conveyed by the associated sign,Rectangular,White,Grey/Black,Other,None,None,620,620.jpg,620.eps,620.pdf
Regulatory signs,Goods vehicles requiring to enter the road for loading or unloading of goods are exempted from the prohibition conveyed by the associated sign,Goods vehicles requiring to enter the road for loading or unloading of goods are exempted from the prohibition conveyed by the associated sign,Rectangular,White,Grey/Black,Other,Vehicle (Car/Tram/Truck),None,620.1,620.1.jpg,620.1.eps,Not available
"Regulatory signs, Traffic calming",Priority must be given to vehicles from the opposite direction,Priority must be given to vehicles from the opposite direction,Circular,White,Red,None,Arrow,Arrow,615,615.jpg,615.eps,615.pdf
"Regulatory signs, Traffic calming",Priority must be given to vehicles from the opposite direction,Priority must be given to vehicles from the opposite direction,Rectangular,White,Grey/Black,Vehicle,None,None,615.1,615.1.jpg,615.1.eps,Not available
Regulatory signs,No left turn for vehicular traffic,No left turn for vehicular traffic,Circular,White,Red,None,Arrow,None,612,613.jpg,613.eps,Not available
Regulatory signs,No overtaking,No overtaking,Circular,White,Red,None,Vehicle (Car/Tram/Truck),None,632,632.jpg,632.eps,Not available
Regulatory signs,No right turn for vehicular traffic,No right turn for vehicular traffic,Circular,White,Red,None,Arrow,None,612,612.jpg,612.eps,Not available
Regulatory signs,No U-turns for vehicular traffic,No U-turns for vehicular traffic,Circular,White,Red,None,Arrow,None,614,614.jpg,614.eps,614.pdf
Regulatory signs,Vehicles exceeding 32'-6'' in length indicated prohibited,Vehicles exceeding 32'-6'' in length indicated prohibited,Circular,White,Red,Number (Other),None,None,629,629.1.jpg,629.1.eps,629.1.pdf
Regulatory signs,Vehicles exceeding 6'-6'' in width indicated prohibited,Vehicles exceeding 6'-6'' in width indicated prohibited,Circular,White,Red,Number (Other),None,None,629,629.jpg,629.eps,629.pdf
Regulatory signs,Vehicles exceeding a gross weight of 18T prohibited from crossing the bridge or structure,Vehicles exceeding a gross weight of 18T prohibited from crossing the bridge or structure,Rectangular,White,Grey/Black,Number (Other),None,None,626.21,626.2A+627.1.jpg,626.2A+627.1.eps,Not available
Regulatory signs,Vehicles exceeding a gross weight of 33T  prohibited from crossing the bridge or structure,Vehicles exceeding a gross weight of 33T  prohibited from crossing the bridge or structure,Rectangular,White,Grey/Black,Number (Other),None,None,626.21,626.2AV6+627.1.jpg,626.2AV6+627.1.eps,626.2AV6+627.1.pdf
Regulatory signs,Vehicles exceeding a gross weight of 7.5T prohibited from crossing the bridge or structure,Vehicles exceeding a gross weight of 7.5T prohibited from crossing the bridge or structure,Rectangular,White,Grey/Black,Number (Other),None,None,626.21,626.2AV2.jpg,626.2AV2.eps,Not available
Regulatory signs,Dual carriageway,Dual carriageway,Rectangular,White,Grey/Black,Other,None,None,608,608.jpg,608.eps,Not available
Regulatory signs,Vehicular traffic passing the sign must keep to the left of the sign,Vehicular traffic passing the sign must keep to the left of the sign,Circular,Blue,White,None,Arrow,None,610,610.jpg,610.eps,610.pdf
Regulatory signs,Vehicular traffic must proceed in the direction indicated by the arrow,Vehicular traffic must proceed in the direction indicated by the arrow,Circular,Blue,White,None,Arrow,None,606,606.jpg,606.eps,606.pdf
Regulatory signs,Vehicles entering the junction must give way to traffic to vehicles coming from the right,Vehicles entering the junction must give way to traffic to vehicles coming from the right,Circular,Blue,White,Other,Arrow,None,611.1,611.1.jpg,611.1.eps,611.1.pdf
Regulatory signs,One-way traffic,One-way traffic,Rectangular,White,Grey/Black,Other,None,None,607,607.jpg,607.eps,Not available
Regulatory signs,One-way traffic,One-way traffic,Rectangular,Blue,White,None,Arrow,None,652,652.jpg,652.eps,652.pdf
Regulatory signs,Vehicular traffic may reach the same destination by passing either side of the sign,Vehicular traffic may reach the same destination by passing either side of the sign,Circular,Blue,White,None,Arrow,None,611,611.jpg,611.eps,Not available
Regulatory signs,Vehicular traffic must proceed in the direction indicated by the arrow,Vehicular traffic must proceed in the direction indicated by the arrow,Circular,Blue,White,None,Arrow,None,606,606B.jpg,606B.eps,606B.pdf
Regulatory signs,Vehicular traffic must not go beyond the sign where displayed temporarily by a constable in uniform or by a traffic warden,Vehicular traffic must not go beyond the sign where displayed temporarily by a constable in uniform or by a traffic warden,Circular,White,Red,Other,Other,None,633,633.jpg,633.eps,633.pdf
Regulatory signs,Vehicular traffic must turn ahead in the direction indicated by the arrow,Vehicular traffic must turn ahead in the direction indicated by the arrow,Circular,Blue,White,None,Arrow,None,609,609.jpg,609.eps,609.pdf
Regulatory signs,Vehicular traffic must turn ahead in the direction indicated by the arrow,Vehicular traffic must turn ahead in the direction indicated by the arrow,Circular,Blue,White,None,Arrow,None,609,609A.jpg,609A.eps,Not available
